Класс;Код Клиента;Квартал
непостоянные приверженцы;9097108251;01.01.2016
непостоянные приверженцы;9097108251;01.04.2016
частичные приверженцы;9097108251;01.07.2016
непостоянные приверженцы;9097108251;01.10.2016
непостоянные приверженцы;9097108251;01.01.2017
активные приверженцы;9097108251;01.04.2017
непостоянные приверженцы;9097108251;01.07.2017
частичные приверженцы;9097108251;01.10.2017
активные приверженцы;9103645868;01.01.2016
активные приверженцы;9103645868;01.04.2016
непостоянные приверженцы;9103645868;01.07.2016
непостоянные приверженцы;9103645868;01.10.2016
активные приверженцы;9103645868;01.01.2017
активные приверженцы;9103645868;01.04.2017
активные приверженцы;9103645868;01.07.2017
без предпочтений;9103645868;01.10.2017
непостоянные приверженцы;9103846423;01.01.2016
активные приверженцы;9103846423;01.04.2016
активные приверженцы;9103846423;01.07.2016
активные приверженцы;9103846423;01.10.2016
непостоянные приверженцы;9103846423;01.01.2017
активные приверженцы;9103846423;01.04.2017
непостоянные приверженцы;9103846423;01.07.2017
частичные приверженцы;9103846423;01.10.2017
непостоянные приверженцы;910512095;01.01.2016
частичные приверженцы;910512095;01.04.2016
активные приверженцы;910512095;01.07.2016
активные приверженцы;910512095;01.10.2016
активные приверженцы;910512095;01.01.2017
непостоянные приверженцы;910512095;01.04.2017
непостоянные приверженцы;910512095;01.07.2017
частичные приверженцы;910512095;01.10.2017
без предпочтений;9105356022;01.01.2016
активные приверженцы;9105356022;01.04.2016
активные приверженцы;9105356022;01.07.2016
активные приверженцы;9105356022;01.10.2016
активные приверженцы;9105356022;01.01.2017
непостоянные приверженцы;9105356022;01.04.2017
активные приверженцы;9105356022;01.07.2017
активные приверженцы;9105356022;01.10.2017
непостоянные приверженцы;9106352859;01.01.2016
активные приверженцы;9106352859;01.04.2016
активные приверженцы;9106352859;01.07.2016
активные приверженцы;9106352859;01.10.2016
непостоянные приверженцы;9106352859;01.01.2017
без предпочтений;9106352859;01.04.2017
непостоянные приверженцы;9106352859;01.07.2017
непостоянные приверженцы;9106352859;01.10.2017
непостоянные приверженцы;9106650526;01.01.2016
непостоянные приверженцы;9106650526;01.04.2016
активные приверженцы;9106650526;01.07.2016
активные приверженцы;9106650526;01.10.2016
активные приверженцы;9106650526;01.01.2017
частичные приверженцы;9106650526;01.04.2017
непостоянные приверженцы;9106650526;01.07.2017
без предпочтений;9106650526;01.10.2017
непостоянные приверженцы;9106668867;01.01.2016
частичные приверженцы;9106668867;01.04.2016
непостоянные приверженцы;9106668867;01.07.2016
активные приверженцы;9106668867;01.10.2016
активные приверженцы;9106668867;01.01.2017
непостоянные приверженцы;9106668867;01.04.2017
активные приверженцы;9106668867;01.07.2017
активные приверженцы;9106668867;01.10.2017
непостоянные приверженцы;9109556114;01.01.2016
активные приверженцы;9109556114;01.04.2016
непостоянные приверженцы;9109556114;01.07.2016
активные приверженцы;9109556114;01.10.2016
частичные приверженцы;9109556114;01.01.2017
активные приверженцы;9109556114;01.04.2017
активные приверженцы;9109556114;01.07.2017
активные приверженцы;9109556114;01.10.2017
активные приверженцы;9109581860;01.01.2016
без предпочтений;9109581860;01.04.2016
активные приверженцы;9109581860;01.07.2016
частичные приверженцы;9109581860;01.10.2016
непостоянные приверженцы;9109581860;01.01.2017
без предпочтений;9109581860;01.04.2017
активные приверженцы;9109581860;01.07.2017
активные приверженцы;9109581860;01.10.2017
активные приверженцы;9113918727;01.01.2016
активные приверженцы;9113918727;01.04.2016
частичные приверженцы;9113918727;01.07.2016
активные приверженцы;9113918727;01.10.2016
активные приверженцы;9113918727;01.01.2017
активные приверженцы;9113918727;01.04.2017
частичные приверженцы;9113918727;01.07.2017
активные приверженцы;9113918727;01.10.2017
частичные приверженцы;911601469;01.01.2016
активные приверженцы;911601469;01.04.2016
непостоянные приверженцы;911601469;01.07.2016
активные приверженцы;911601469;01.10.2016
активные приверженцы;911601469;01.01.2017
без предпочтений;911601469;01.04.2017
активные приверженцы;911601469;01.07.2017
активные приверженцы;911601469;01.10.2017
без предпочтений;912710399;01.01.2016
непостоянные приверженцы;912710399;01.04.2016
непостоянные приверженцы;912710399;01.07.2016
активные приверженцы;912710399;01.10.2016
активные приверженцы;912710399;01.01.2017
непостоянные приверженцы;912710399;01.04.2017
непостоянные приверженцы;912710399;01.07.2017
активные приверженцы;912710399;01.10.2017
активные приверженцы;912817344;01.01.2016
частичные приверженцы;912817344;01.04.2016
активные приверженцы;912817344;01.07.2016
без предпочтений;912817344;01.10.2016
непостоянные приверженцы;912817344;01.01.2017
активные приверженцы;912817344;01.04.2017
активные приверженцы;912817344;01.07.2017
активные приверженцы;912817344;01.10.2017
активные приверженцы;912817433;01.01.2016
активные приверженцы;912817433;01.04.2016
непостоянные приверженцы;912817433;01.07.2016
активные приверженцы;912817433;01.10.2016
без предпочтений;912817433;01.01.2017
активные приверженцы;912817433;01.04.2017
активные приверженцы;912817433;01.07.2017
непостоянные приверженцы;912817433;01.10.2017
активные приверженцы;9160143617;01.01.2016
активные приверженцы;9160143617;01.04.2016
активные приверженцы;9160143617;01.07.2016
активные приверженцы;9160143617;01.10.2016
активные приверженцы;9160143617;01.01.2017
активные приверженцы;9160143617;01.04.2017
частичные приверженцы;9160143617;01.07.2017
активные приверженцы;9160143617;01.10.2017
активные приверженцы;916266612;01.01.2016
непостоянные приверженцы;916266612;01.04.2016
частичные приверженцы;916266612;01.07.2016
активные приверженцы;916266612;01.10.2016
активные приверженцы;916266612;01.01.2017
активные приверженцы;916266612;01.04.2017
активные приверженцы;916266612;01.07.2017
активные приверженцы;916266612;01.10.2017
частичные приверженцы;9168626454;01.01.2016
активные приверженцы;9168626454;01.04.2016
активные приверженцы;9168626454;01.07.2016
активные приверженцы;9168626454;01.10.2016
активные приверженцы;9168626454;01.01.2017
без предпочтений;9168626454;01.04.2017
активные приверженцы;9168626454;01.07.2017
активные приверженцы;9168626454;01.10.2017
активные приверженцы;918060966;01.01.2016
активные приверженцы;918060966;01.04.2016
частичные приверженцы;918060966;01.07.2016
активные приверженцы;918060966;01.10.2016
активные приверженцы;918060966;01.01.2017
активные приверженцы;918060966;01.04.2017
непостоянные приверженцы;918060966;01.07.2017
частичные приверженцы;918060966;01.10.2017
активные приверженцы;9181027947;01.01.2016
частичные приверженцы;9181027947;01.04.2016
активные приверженцы;9181027947;01.07.2016
активные приверженцы;9181027947;01.10.2016
непостоянные приверженцы;9181027947;01.01.2017
непостоянные приверженцы;9181027947;01.04.2017
непостоянные приверженцы;9181027947;01.07.2017
активные приверженцы;9181027947;01.10.2017
активные приверженцы;9181218444;01.01.2016
активные приверженцы;9181218444;01.04.2016
активные приверженцы;9181218444;01.07.2016
активные приверженцы;9181218444;01.10.2016
активные приверженцы;9181218444;01.01.2017
непостоянные приверженцы;9181218444;01.04.2017
непостоянные приверженцы;9181218444;01.07.2017
активные приверженцы;9181218444;01.10.2017
непостоянные приверженцы;9184779658;01.01.2016
без предпочтений;9184779658;01.04.2016
активные приверженцы;9184779658;01.07.2016
активные приверженцы;9184779658;01.10.2016
активные приверженцы;9184779658;01.01.2017
активные приверженцы;9184779658;01.04.2017
непостоянные приверженцы;9184779658;01.07.2017
активные приверженцы;9184779658;01.10.2017
активные приверженцы;9185243343;01.01.2016
частичные приверженцы;9185243343;01.04.2016
активные приверженцы;9185243343;01.07.2016
активные приверженцы;9185243343;01.10.2016
активные приверженцы;9185243343;01.01.2017
активные приверженцы;9185243343;01.04.2017
непостоянные приверженцы;9185243343;01.07.2017
активные приверженцы;9185243343;01.10.2017
непостоянные приверженцы;9185282756;01.01.2016
активные приверженцы;9185282756;01.04.2016
без предпочтений;9185282756;01.07.2016
активные приверженцы;9185282756;01.10.2016
активные приверженцы;9185282756;01.01.2017
активные приверженцы;9185282756;01.04.2017
непостоянные приверженцы;9185282756;01.07.2017
частичные приверженцы;9185282756;01.10.2017
без предпочтений;9185284382;01.01.2016
непостоянные приверженцы;9185284382;01.04.2016
активные приверженцы;9185284382;01.07.2016
активные приверженцы;9185284382;01.10.2016
активные приверженцы;9185284382;01.01.2017
непостоянные приверженцы;9185284382;01.04.2017
активные приверженцы;9185284382;01.07.2017
активные приверженцы;9185284382;01.10.2017
без предпочтений;919199986;01.01.2016
активные приверженцы;919199986;01.04.2016
активные приверженцы;919199986;01.07.2016
активные приверженцы;919199986;01.10.2016
частичные приверженцы;919199986;01.01.2017
активные приверженцы;919199986;01.04.2017
непостоянные приверженцы;919199986;01.07.2017
активные приверженцы;919199986;01.10.2017
без предпочтений;919205336;01.01.2016
активные приверженцы;919205336;01.04.2016
активные приверженцы;919205336;01.07.2016
непостоянные приверженцы;919205336;01.10.2016
непостоянные приверженцы;919205336;01.01.2017
активные приверженцы;919205336;01.04.2017
без предпочтений;919205336;01.07.2017
активные приверженцы;919205336;01.10.2017
частичные приверженцы;919221032;01.01.2016
активные приверженцы;919221032;01.04.2016
активные приверженцы;919221032;01.07.2016
непостоянные приверженцы;919221032;01.10.2016
активные приверженцы;919221032;01.01.2017
активные приверженцы;919221032;01.04.2017
активные приверженцы;919221032;01.07.2017
активные приверженцы;919221032;01.10.2017
без предпочтений;9193019708;01.01.2016
активные приверженцы;9193019708;01.04.2016
без предпочтений;9193019708;01.07.2016
непостоянные приверженцы;9193019708;01.10.2016
активные приверженцы;9193019708;01.01.2017
активные приверженцы;9193019708;01.04.2017
активные приверженцы;9193019708;01.07.2017
активные приверженцы;9193019708;01.10.2017
без предпочтений;9205626083;01.01.2016
активные приверженцы;9205626083;01.04.2016
активные приверженцы;9205626083;01.07.2016
активные приверженцы;9205626083;01.10.2016
активные приверженцы;9205626083;01.01.2017
непостоянные приверженцы;9205626083;01.04.2017
активные приверженцы;9205626083;01.07.2017
активные приверженцы;9205626083;01.10.2017
активные приверженцы;920649956;01.01.2016
непостоянные приверженцы;920649956;01.04.2016
непостоянные приверженцы;920649956;01.07.2016
частичные приверженцы;920649956;01.10.2016
непостоянные приверженцы;920649956;01.01.2017
непостоянные приверженцы;920649956;01.04.2017
активные приверженцы;920649956;01.07.2017
непостоянные приверженцы;920649956;01.10.2017
непостоянные приверженцы;920654189;01.01.2016
активные приверженцы;920654189;01.04.2016
непостоянные приверженцы;920654189;01.07.2016
непостоянные приверженцы;920654189;01.10.2016
активные приверженцы;920654189;01.01.2017
непостоянные приверженцы;920654189;01.04.2017
без предпочтений;920654189;01.07.2017
активные приверженцы;920654189;01.10.2017
частичные приверженцы;9207295855;01.01.2016
активные приверженцы;9207295855;01.04.2016
активные приверженцы;9207295855;01.07.2016
непостоянные приверженцы;9207295855;01.10.2016
активные приверженцы;9207295855;01.01.2017
активные приверженцы;9207295855;01.04.2017
без предпочтений;9207295855;01.07.2017
частичные приверженцы;9207295855;01.10.2017
непостоянные приверженцы;9207936153;01.01.2016
частичные приверженцы;9207936153;01.04.2016
без предпочтений;9207936153;01.07.2016
непостоянные приверженцы;9207936153;01.10.2016
непостоянные приверженцы;9207936153;01.01.2017
без предпочтений;9207936153;01.04.2017
активные приверженцы;9207936153;01.07.2017
активные приверженцы;9207936153;01.10.2017
частичные приверженцы;920987101;01.01.2016
активные приверженцы;920987101;01.04.2016
активные приверженцы;920987101;01.07.2016
непостоянные приверженцы;920987101;01.10.2016
активные приверженцы;920987101;01.01.2017
непостоянные приверженцы;920987101;01.04.2017
непостоянные приверженцы;920987101;01.07.2017
активные приверженцы;920987101;01.10.2017
активные приверженцы;9213456832;01.01.2016
без предпочтений;9213456832;01.04.2016
непостоянные приверженцы;9213456832;01.07.2016
активные приверженцы;9213456832;01.10.2016
активные приверженцы;9213456832;01.01.2017
непостоянные приверженцы;9213456832;01.04.2017
непостоянные приверженцы;9213456832;01.07.2017
активные приверженцы;9213456832;01.10.2017
непостоянные приверженцы;921716887;01.01.2016
активные приверженцы;921716887;01.04.2016
непостоянные приверженцы;921716887;01.07.2016
активные приверженцы;921716887;01.10.2016
частичные приверженцы;921716887;01.01.2017
активные приверженцы;921716887;01.04.2017
активные приверженцы;921716887;01.07.2017
непостоянные приверженцы;921716887;01.10.2017
активные приверженцы;9217790665;01.01.2016
активные приверженцы;9217790665;01.04.2016
непостоянные приверженцы;9217790665;01.07.2016
активные приверженцы;9217790665;01.10.2016
непостоянные приверженцы;9217790665;01.01.2017
активные приверженцы;9217790665;01.04.2017
активные приверженцы;9217790665;01.07.2017
активные приверженцы;9217790665;01.10.2017
активные приверженцы;921784887;01.01.2016
активные приверженцы;921784887;01.04.2016
активные приверженцы;921784887;01.07.2016
активные приверженцы;921784887;01.10.2016
частичные приверженцы;921784887;01.01.2017
активные приверженцы;921784887;01.04.2017
активные приверженцы;921784887;01.07.2017
без предпочтений;921784887;01.10.2017
активные приверженцы;921835505;01.01.2016
активные приверженцы;921835505;01.04.2016
активные приверженцы;921835505;01.07.2016
активные приверженцы;921835505;01.10.2016
непостоянные приверженцы;921835505;01.01.2017
активные приверженцы;921835505;01.04.2017
непостоянные приверженцы;921835505;01.07.2017
без предпочтений;921835505;01.10.2017
непостоянные приверженцы;9221791118;01.01.2016
активные приверженцы;9221791118;01.04.2016
непостоянные приверженцы;9221791118;01.07.2016
активные приверженцы;9221791118;01.10.2016
непостоянные приверженцы;9221791118;01.01.2017
активные приверженцы;9221791118;01.04.2017
непостоянные приверженцы;9221791118;01.07.2017
непостоянные приверженцы;9221791118;01.10.2017
непостоянные приверженцы;9224608829;01.01.2016
частичные приверженцы;9224608829;01.04.2016
активные приверженцы;9224608829;01.07.2016
частичные приверженцы;9224608829;01.10.2016
активные приверженцы;9224608829;01.01.2017
без предпочтений;9224608829;01.04.2017
активные приверженцы;9224608829;01.07.2017
активные приверженцы;9224608829;01.10.2017
частичные приверженцы;9225029786;01.01.2016
активные приверженцы;9225029786;01.04.2016
активные приверженцы;9225029786;01.07.2016
непостоянные приверженцы;9225029786;01.10.2016
частичные приверженцы;9225029786;01.01.2017
непостоянные приверженцы;9225029786;01.04.2017
активные приверженцы;9225029786;01.07.2017
активные приверженцы;9225029786;01.10.2017
активные приверженцы;9225198392;01.01.2016
частичные приверженцы;9225198392;01.04.2016
активные приверженцы;9225198392;01.07.2016
активные приверженцы;9225198392;01.10.2016
активные приверженцы;9225198392;01.01.2017
непостоянные приверженцы;9225198392;01.04.2017
активные приверженцы;9225198392;01.07.2017
непостоянные приверженцы;9225198392;01.10.2017
непостоянные приверженцы;925898250;01.01.2016
непостоянные приверженцы;925898250;01.04.2016
частичные приверженцы;925898250;01.07.2016
непостоянные приверженцы;925898250;01.10.2016
непостоянные приверженцы;925898250;01.01.2017
активные приверженцы;925898250;01.04.2017
активные приверженцы;925898250;01.07.2017
активные приверженцы;925898250;01.10.2017
без предпочтений;926683943;01.01.2016
активные приверженцы;926683943;01.04.2016
непостоянные приверженцы;926683943;01.07.2016
активные приверженцы;926683943;01.10.2016
частичные приверженцы;926683943;01.01.2017
активные приверженцы;926683943;01.04.2017
активные приверженцы;926683943;01.07.2017
активные приверженцы;926683943;01.10.2017
непостоянные приверженцы;926693328;01.01.2016
непостоянные приверженцы;926693328;01.04.2016
активные приверженцы;926693328;01.07.2016
непостоянные приверженцы;926693328;01.10.2016
активные приверженцы;926693328;01.01.2017
непостоянные приверженцы;926693328;01.04.2017
непостоянные приверженцы;926693328;01.07.2017
активные приверженцы;926693328;01.10.2017
активные приверженцы;9271714200;01.01.2016
частичные приверженцы;9271714200;01.04.2016
непостоянные приверженцы;9271714200;01.07.2016
активные приверженцы;9271714200;01.10.2016
частичные приверженцы;9271714200;01.01.2017
непостоянные приверженцы;9271714200;01.04.2017
активные приверженцы;9271714200;01.07.2017
активные приверженцы;9271714200;01.10.2017
активные приверженцы;927253022;01.01.2016
непостоянные приверженцы;927253022;01.04.2016
без предпочтений;927253022;01.07.2016
непостоянные приверженцы;927253022;01.10.2016
непостоянные приверженцы;927253022;01.01.2017
без предпочтений;927253022;01.04.2017
активные приверженцы;927253022;01.07.2017
активные приверженцы;927253022;01.10.2017
активные приверженцы;927256968;01.01.2016
активные приверженцы;927256968;01.04.2016
непостоянные приверженцы;927256968;01.07.2016
непостоянные приверженцы;927256968;01.10.2016
активные приверженцы;927256968;01.01.2017
непостоянные приверженцы;927256968;01.04.2017
частичные приверженцы;927256968;01.07.2017
непостоянные приверженцы;927256968;01.10.2017
активные приверженцы;9288033045;01.01.2016
активные приверженцы;9288033045;01.04.2016
непостоянные приверженцы;9288033045;01.07.2016
активные приверженцы;9288033045;01.10.2016
непостоянные приверженцы;9288033045;01.01.2017
без предпочтений;9288033045;01.04.2017
без предпочтений;9288033045;01.07.2017
непостоянные приверженцы;9288033045;01.10.2017
активные приверженцы;930140062;01.01.2016
активные приверженцы;930140062;01.04.2016
активные приверженцы;930140062;01.07.2016
активные приверженцы;930140062;01.10.2016
непостоянные приверженцы;930140062;01.01.2017
активные приверженцы;930140062;01.04.2017
без предпочтений;930140062;01.07.2017
активные приверженцы;930140062;01.10.2017
непостоянные приверженцы;9303398412;01.01.2016
активные приверженцы;9303398412;01.04.2016
активные приверженцы;9303398412;01.07.2016
активные приверженцы;9303398412;01.10.2016
частичные приверженцы;9303398412;01.01.2017
активные приверженцы;9303398412;01.04.2017
частичные приверженцы;9303398412;01.07.2017
активные приверженцы;9303398412;01.10.2017
частичные приверженцы;9304295207;01.01.2016
активные приверженцы;9304295207;01.04.2016
активные приверженцы;9304295207;01.07.2016
активные приверженцы;9304295207;01.10.2016
активные приверженцы;9304295207;01.01.2017
активные приверженцы;9304295207;01.04.2017
активные приверженцы;9304295207;01.07.2017
активные приверженцы;9304295207;01.10.2017
активные приверженцы;9310750288;01.01.2016
непостоянные приверженцы;9310750288;01.04.2016
без предпочтений;9310750288;01.07.2016
непостоянные приверженцы;9310750288;01.10.2016
активные приверженцы;9310750288;01.01.2017
непостоянные приверженцы;9310750288;01.04.2017
активные приверженцы;9310750288;01.07.2017
непостоянные приверженцы;9310750288;01.10.2017
без предпочтений;9311736222;01.01.2016
активные приверженцы;9311736222;01.04.2016
частичные приверженцы;9311736222;01.07.2016
активные приверженцы;9311736222;01.10.2016
активные приверженцы;9311736222;01.01.2017
активные приверженцы;9311736222;01.04.2017
частичные приверженцы;9311736222;01.07.2017
непостоянные приверженцы;9311736222;01.10.2017
активные приверженцы;9313083942;01.01.2016
без предпочтений;9313083942;01.04.2016
активные приверженцы;9313083942;01.07.2016
активные приверженцы;9313083942;01.10.2016
активные приверженцы;9313083942;01.01.2017
активные приверженцы;9313083942;01.04.2017
частичные приверженцы;9313083942;01.07.2017
непостоянные приверженцы;9313083942;01.10.2017
активные приверженцы;9313846592;01.01.2016
непостоянные приверженцы;9313846592;01.04.2016
непостоянные приверженцы;9313846592;01.07.2016
непостоянные приверженцы;9313846592;01.10.2016
активные приверженцы;9313846592;01.01.2017
непостоянные приверженцы;9313846592;01.04.2017
непостоянные приверженцы;9313846592;01.07.2017
непостоянные приверженцы;9313846592;01.10.2017
активные приверженцы;9314695946;01.01.2016
частичные приверженцы;9314695946;01.04.2016
частичные приверженцы;9314695946;01.07.2016
частичные приверженцы;9314695946;01.10.2016
активные приверженцы;9314695946;01.01.2017
непостоянные приверженцы;9314695946;01.04.2017
непостоянные приверженцы;9314695946;01.07.2017
активные приверженцы;9314695946;01.10.2017
непостоянные приверженцы;9323314860;01.01.2016
непостоянные приверженцы;9323314860;01.04.2016
непостоянные приверженцы;9323314860;01.07.2016
активные приверженцы;9323314860;01.10.2016
активные приверженцы;9323314860;01.01.2017
активные приверженцы;9323314860;01.04.2017
активные приверженцы;9323314860;01.07.2017
непостоянные приверженцы;9323314860;01.10.2017
активные приверженцы;932831187;01.01.2016
частичные приверженцы;932831187;01.04.2016
активные приверженцы;932831187;01.07.2016
активные приверженцы;932831187;01.10.2016
активные приверженцы;932831187;01.01.2017
без предпочтений;932831187;01.04.2017
активные приверженцы;932831187;01.07.2017
непостоянные приверженцы;932831187;01.10.2017
активные приверженцы;9348004954;01.01.2016
непостоянные приверженцы;9348004954;01.04.2016
активные приверженцы;9348004954;01.07.2016
активные приверженцы;9348004954;01.10.2016
активные приверженцы;9348004954;01.01.2017
активные приверженцы;9348004954;01.04.2017
активные приверженцы;9348004954;01.07.2017
активные приверженцы;9348004954;01.10.2017
активные приверженцы;9352834168;01.01.2016
активные приверженцы;9352834168;01.04.2016
активные приверженцы;9352834168;01.07.2016
активные приверженцы;9352834168;01.10.2016
непостоянные приверженцы;9352834168;01.01.2017
активные приверженцы;9352834168;01.04.2017
активные приверженцы;9352834168;01.07.2017
активные приверженцы;9352834168;01.10.2017
активные приверженцы;9357992920;01.01.2016
непостоянные приверженцы;9357992920;01.04.2016
активные приверженцы;9357992920;01.07.2016
без предпочтений;9357992920;01.10.2016
активные приверженцы;9357992920;01.01.2017
без предпочтений;9357992920;01.04.2017
частичные приверженцы;9357992920;01.07.2017
непостоянные приверженцы;9357992920;01.10.2017
непостоянные приверженцы;9361216009;01.01.2016
активные приверженцы;9361216009;01.04.2016
без предпочтений;9361216009;01.07.2016
активные приверженцы;9361216009;01.10.2016
непостоянные приверженцы;9361216009;01.01.2017
частичные приверженцы;9361216009;01.04.2017
активные приверженцы;9361216009;01.07.2017
активные приверженцы;9361216009;01.10.2017
активные приверженцы;9361560769;01.01.2016
непостоянные приверженцы;9361560769;01.04.2016
активные приверженцы;9361560769;01.07.2016
непостоянные приверженцы;9361560769;01.10.2016
непостоянные приверженцы;9361560769;01.01.2017
непостоянные приверженцы;9361560769;01.04.2017
непостоянные приверженцы;9361560769;01.07.2017
непостоянные приверженцы;9361560769;01.10.2017
активные приверженцы;936411539;01.01.2016
активные приверженцы;936411539;01.04.2016
активные приверженцы;936411539;01.07.2016
активные приверженцы;936411539;01.10.2016
активные приверженцы;936411539;01.01.2017
активные приверженцы;936411539;01.04.2017
частичные приверженцы;936411539;01.07.2017
непостоянные приверженцы;936411539;01.10.2017
частичные приверженцы;9368161197;01.01.2016
без предпочтений;9368161197;01.04.2016
без предпочтений;9368161197;01.07.2016
непостоянные приверженцы;9368161197;01.10.2016
активные приверженцы;9368161197;01.01.2017
без предпочтений;9368161197;01.04.2017
непостоянные приверженцы;9368161197;01.07.2017
активные приверженцы;9368161197;01.10.2017
непостоянные приверженцы;9375869529;01.01.2016
активные приверженцы;9375869529;01.04.2016
активные приверженцы;9375869529;01.07.2016
частичные приверженцы;9375869529;01.10.2016
активные приверженцы;9375869529;01.01.2017
непостоянные приверженцы;9375869529;01.04.2017
непостоянные приверженцы;9375869529;01.07.2017
активные приверженцы;9375869529;01.10.2017
частичные приверженцы;9381825086;01.01.2016
активные приверженцы;9381825086;01.04.2016
непостоянные приверженцы;9381825086;01.07.2016
активные приверженцы;9381825086;01.10.2016
непостоянные приверженцы;9381825086;01.01.2017
непостоянные приверженцы;9381825086;01.04.2017
частичные приверженцы;9381825086;01.07.2017
непостоянные приверженцы;9381825086;01.10.2017
частичные приверженцы;9382714503;01.01.2016
активные приверженцы;9382714503;01.04.2016
активные приверженцы;9382714503;01.07.2016
активные приверженцы;9382714503;01.10.2016
активные приверженцы;9382714503;01.01.2017
без предпочтений;9382714503;01.04.2017
частичные приверженцы;9382714503;01.07.2017
активные приверженцы;9382714503;01.10.2017
активные приверженцы;9386135828;01.01.2016
без предпочтений;9386135828;01.04.2016
активные приверженцы;9386135828;01.07.2016
частичные приверженцы;9386135828;01.10.2016
частичные приверженцы;9386135828;01.01.2017
активные приверженцы;9386135828;01.04.2017
активные приверженцы;9386135828;01.07.2017
непостоянные приверженцы;9386135828;01.10.2017
непостоянные приверженцы;9386636213;01.01.2016
непостоянные приверженцы;9386636213;01.04.2016
активные приверженцы;9386636213;01.07.2016
непостоянные приверженцы;9386636213;01.10.2016
без предпочтений;9386636213;01.01.2017
непостоянные приверженцы;9386636213;01.04.2017
активные приверженцы;9386636213;01.07.2017
активные приверженцы;9386636213;01.10.2017
непостоянные приверженцы;938927435;01.01.2016
частичные приверженцы;938927435;01.04.2016
активные приверженцы;938927435;01.07.2016
активные приверженцы;938927435;01.10.2016
активные приверженцы;938927435;01.01.2017
непостоянные приверженцы;938927435;01.04.2017
непостоянные приверженцы;938927435;01.07.2017
активные приверженцы;938927435;01.10.2017
частичные приверженцы;938933385;01.01.2016
непостоянные приверженцы;938933385;01.04.2016
активные приверженцы;938933385;01.07.2016
активные приверженцы;938933385;01.10.2016
активные приверженцы;938933385;01.01.2017
непостоянные приверженцы;938933385;01.04.2017
без предпочтений;938933385;01.07.2017
активные приверженцы;938933385;01.10.2017
частичные приверженцы;940096116;01.01.2016
активные приверженцы;940096116;01.04.2016
активные приверженцы;940096116;01.07.2016
активные приверженцы;940096116;01.10.2016
активные приверженцы;940096116;01.01.2017
активные приверженцы;940096116;01.04.2017
активные приверженцы;940096116;01.07.2017
активные приверженцы;940096116;01.10.2017
непостоянные приверженцы;9404626738;01.01.2016
активные приверженцы;9404626738;01.04.2016
активные приверженцы;9404626738;01.07.2016
активные приверженцы;9404626738;01.10.2016
непостоянные приверженцы;9404626738;01.01.2017
без предпочтений;9404626738;01.04.2017
без предпочтений;9404626738;01.07.2017
активные приверженцы;9404626738;01.10.2017
частичные приверженцы;9411889401;01.01.2016
без предпочтений;9411889401;01.04.2016
активные приверженцы;9411889401;01.07.2016
непостоянные приверженцы;9411889401;01.10.2016
активные приверженцы;9411889401;01.01.2017
активные приверженцы;9411889401;01.04.2017
непостоянные приверженцы;9411889401;01.07.2017
активные приверженцы;9411889401;01.10.2017
непостоянные приверженцы;9412442958;01.01.2016
активные приверженцы;9412442958;01.04.2016
непостоянные приверженцы;9412442958;01.07.2016
непостоянные приверженцы;9412442958;01.10.2016
активные приверженцы;9412442958;01.01.2017
активные приверженцы;9412442958;01.04.2017
активные приверженцы;9412442958;01.07.2017
активные приверженцы;9412442958;01.10.2017
без предпочтений;9412603849;01.01.2016
частичные приверженцы;9412603849;01.04.2016
активные приверженцы;9412603849;01.07.2016
без предпочтений;9412603849;01.10.2016
непостоянные приверженцы;9412603849;01.01.2017
непостоянные приверженцы;9412603849;01.04.2017
без предпочтений;9412603849;01.07.2017
активные приверженцы;9412603849;01.10.2017
непостоянные приверженцы;9418651342;01.01.2016
активные приверженцы;9418651342;01.04.2016
активные приверженцы;9418651342;01.07.2016
активные приверженцы;9418651342;01.10.2016
активные приверженцы;9418651342;01.01.2017
непостоянные приверженцы;9418651342;01.04.2017
непостоянные приверженцы;9418651342;01.07.2017
активные приверженцы;9418651342;01.10.2017
частичные приверженцы;9421072166;01.01.2016
непостоянные приверженцы;9421072166;01.04.2016
активные приверженцы;9421072166;01.07.2016
непостоянные приверженцы;9421072166;01.10.2016
активные приверженцы;9421072166;01.01.2017
активные приверженцы;9421072166;01.04.2017
активные приверженцы;9421072166;01.07.2017
активные приверженцы;9421072166;01.10.2017
активные приверженцы;9421082577;01.01.2016
активные приверженцы;9421082577;01.04.2016
непостоянные приверженцы;9421082577;01.07.2016
активные приверженцы;9421082577;01.10.2016
активные приверженцы;9421082577;01.01.2017
активные приверженцы;9421082577;01.04.2017
без предпочтений;9421082577;01.07.2017
активные приверженцы;9421082577;01.10.2017
активные приверженцы;9421084515;01.01.2016
без предпочтений;9421084515;01.04.2016
непостоянные приверженцы;9421084515;01.07.2016
непостоянные приверженцы;9421084515;01.10.2016
активные приверженцы;9421084515;01.01.2017
непостоянные приверженцы;9421084515;01.04.2017
непостоянные приверженцы;9421084515;01.07.2017
активные приверженцы;9421084515;01.10.2017
частичные приверженцы;9421307865;01.01.2016
активные приверженцы;9421307865;01.04.2016
активные приверженцы;9421307865;01.07.2016
частичные приверженцы;9421307865;01.10.2016
активные приверженцы;9421307865;01.01.2017
активные приверженцы;9421307865;01.04.2017
активные приверженцы;9421307865;01.07.2017
активные приверженцы;9421307865;01.10.2017
непостоянные приверженцы;9424442865;01.01.2016
